years,place,lat,lon,StateCode
1,"MORTON PLANT HOSPITAL, PINELLAS, CLEARWATER",27.944631,-82.78702,CO
1,"TAMPA GENERAL HOSPITAL, HILLSBOROUGH, TAMPA",27.936799,-82.46911,CO
1,"LAKESIDE MEDICAL CENTER, PALM BEACH, BELLE GLADE",26.685125,-80.66279,CO
1,"AVENTURA HOSPITAL AND MEDICAL CENTER, MIAMI-DADE, AVENTURA",25.962069,-80.14465,CO
1,"SOUTH FLORIDA BAPTIST HOSPITAL, HILLSBOROUGH, PLANT CITY",28.016971,-82.128584,CO
1,"ED FRASER MEMORIAL HOSPITAL, BAKER, MACCLENNY",30.267664,-82.12457,CO
1,"TALLAHASSEE MEMORIAL HOSPITAL, LEON, TALLAHASSEE",30.531677,-84.16049,CO
1,"HEART OF FLORIDA REGIONAL MEDICAL CENTER, POLK, DAVENPORT",28.223014,-81.63131,CO
1,"BAPTIST MEDICAL CENTER - NASSAU, NASSAU, FERNANDINA BEACH",30.641487,-81.46092,CO
1,"JACKSON HOSPITAL, JACKSON, MARIANNA",30.804698,-85.2206,CO
1,"LOWER KEYS MEDICAL CENTER, MONROE, KEY WEST",24.567593,-81.7566,CO
1,"MAYO CLINIC, DUVAL, JACKSONVILLE",30.284511,-81.47043,CO
1,"SOUTH MIAMI HOSPITAL, MIAMI-DADE, SOUTH MIAMI",25.702929,-80.29642,CO
1,"SHANDS LAKE SHORE REGIONAL MEDICAL CENTER, COLUMBIA, LAKE CITY",30.216073,-82.6396,CO
1,"LAKELAND REGIONAL MEDICAL CENTER, POLK, LAKELAND",28.071564,-81.95802,CO
1,"CENTRAL FLORIDA REGIONAL HOSPITAL, SEMINOLE, SANFORD",28.803979,-81.28761,CO
1,"DOCTORS HOSPITAL OF SARASOTA, SARASOTA, SARASOTA",27.285142,-82.47363,CO
1,"PLANTATION GENERAL HOSPITAL, BROWARD, PLANTATION",26.113664,-80.22376,CO
1,"BOCA RATON REGIONAL HOSPITAL, PALM BEACH, BOCA RATON",26.344955,-80.11226,CO
1,"FLORIDA HOSPITAL TAMPA, HILLSBOROUGH, TAMPA",28.077994,-82.44989,CO
1,"DESOTO MEMORIAL HOSPITAL, DE SOTO, ARCADIA",27.186146,-81.809939,CO
1,"PALM BEACH GARDENS MEDICAL CENTER, PALM BEACH, PALM BEACH GARDENS",26.839588,-80.08824,CO
1,"CAPE CANAVERAL HOSPITAL, BREVARD, COCOA BEACH",28.306726,-80.686159,CO
1,"MEMORIAL HOSPITAL JACKSONVILLE, DUVAL, JACKSONVILLE",30.28374,-81.58359,CO
1,"ST PETERSBURG GENERAL HOSPITAL, PINELLAS, SAINT PETERSBURG",27.788637,-82.72244,CO
1,"SOUTH MIAMI HOSPITAL, MIAMI-DADE, SOUTH MIAMI",25.702929,-80.29642,CO
1,"CORAL GABLES HOSPITAL, MIAMI-DADE, CORAL GABLES",25.753927,-80.27034,DE
1,"PALMETTO GENERAL HOSPITAL, MIAMI-DADE, HIALEAH",25.887983,-80.33284,DE
1,"NORTHWEST MEDICAL CENTER, BROWARD, MARGATE",26.251909,-80.21016,DE
1,"MEDICAL CENTER OF TRINITY, PASCO, TRINITY",28.209833,-82.66973,DE
1,"HOLY CROSS HOSPITAL, BROWARD, FORT LAUDERDALE",26.191111,-80.10846,DE
1,"NORTH FLORIDA REGIONAL MEDICAL CENTER, ALACHUA, GAINESVILLE",29.676006,-82.36889,DE
1,"MEMORIAL HOSPITAL OF TAMPA, HILLSBOROUGH, TAMPA",27.943549,-82.50656,DE
1,"KENDALL REGIONAL MEDICAL CENTER, MIAMI-DADE, MIAMI",25.733204,-80.41197,DC
1,"BAYFRONT HEALTH DADE CITY, PASCO, DADE CITY",28.346914,-82.20293,DC
1,"OCALA REGIONAL MEDICAL CENTER, MARION, OCALA",29.187178,-82.112278,DC
1,"BLAKE MEDICAL CENTER, MANATEE, BRADENTON",27.488866,-82.62737,DC
1,"SEBASTIAN RIVER MEDICAL CENTER, INDIAN RIVER, SEBASTIAN",27.709049,-80.572557,DC
1,"GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM, LEE, FORT MYERS",26.501582,-81.82841,DC
1,"FORT WALTON BEACH MEDICAL CENTER, OKALOOSA, FORT WALTON BEACH",30.447248,-86.62113,DC
1,"UNIVERSITY HOSPITAL AND MEDICAL CENTER, BROWARD, TAMARAC",26.211122,-80.2631,DC
1,"ORANGE PARK MEDICAL CENTER, CLAY, ORANGE PARK",30.160965,-81.72916,DC
1,"WESTSIDE REGIONAL MEDICAL CENTER, BROWARD, PLANTATION",26.110631,-80.27469,FL
1,"MEMORIAL HOSPITAL PEMBROKE, BROWARD, PEMBROKE PINES",26.023567,-80.23851,FL
1,"WEST FLORIDA HOSPITAL, ESCAMBIA, PENSACOLA",30.527195,-87.21485,FL
1,"PUTNAM COMMUNITY MEDICAL CENTER, PUTNAM, PALATKA",29.666218,-81.67401,FL
1,"WEST PALM HOSPITAL, PALM BEACH, WEST PALM BEACH",26.750991,-80.07296,FL
1,"BAYFRONT HEALTH PORT CHARLOTTE, CHARLOTTE, PORT CHARLOTTE",26.993876,-82.09821,FL
1,"NORTHSIDE HOSPITAL, PINELLAS, SAINT PETERSBURG",27.815953,-82.72865,FL
1,"UNIVERSITY OF MIAMI HOSPITAL, MIAMI-DADE, MIAMI",25.786326,-80.2029,FL
1,"GULF COAST REGIONAL MEDICAL CENTER, BAY, PANAMA CITY",30.195424,-85.66458,FL
1,"BRANDON REGIONAL HOSPITAL, HILLSBOROUGH, BRANDON",27.911201,-82.2948,FL
1,"CAPE CORAL HOSPITAL, LEE, CAPE CORAL",26.63075,-81.95251,FL
1,"LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE, SAINT LUCIE, FORT PIERCE",27.448016,-80.33644,FL
1,"LARGO MEDICAL CENTER, PINELLAS, LARGO",27.916149,-82.80122,FL
1,"SEVEN RIVERS REGIONAL MEDICAL CENTER, CITRUS, CRYSTAL RIVER",28.95138,-82.61213,FL
1,"RAULERSON HOSPITAL, OKEECHOBEE, OKEECHOBEE",27.39171,-80.87555,FL
1,"JUPITER MEDICAL CENTER, PALM BEACH, JUPITER",26.928035,-80.11803,FL
1,"TALLAHASSEE MEMORIAL HOSPITAL, LEON, TALLAHASSEE",30.531677,-84.16049,FL
1,"TAMPA COMMUNITY HOSPITAL, HILLSBOROUGH, TAMPA",28.005446,-82.57776,FL
1,"REGIONAL MEDICAL CENTER BAYONET POINT, PASCO, HUDSON",28.372441,-82.66603,FL
1,"DELRAY MEDICAL CENTER, PALM BEACH, DELRAY BEACH",26.458152,-80.1356,FL
1,"SOUTH BAY HOSPITAL, HILLSBOROUGH, SUN CITY CENTER",27.713353,-82.35965,FL
1,"ST LUCIE MEDICAL CENTER, SAINT LUCIE, PORT SAINT LUCIE",27.291694,-80.29691,FL
1,"OAK HILL HOSPITAL, HERNANDO, BROOKSVILLE",28.555346,-82.53601,FL
1,"MEASE COUNTRYSIDE HOSPITAL, PINELLAS, SAFETY HARBOR",28.005639,-82.69511,FL
1,"GULF BREEZE HOSPITAL, SANTA ROSA, GULF BREEZE",30.375469,-87.09013,FL
1,"ENGLEWOOD COMMUNITY HOSPITAL, SARASOTA, ENGLEWOOD",26.974858,-82.3665,FL
1,"WEST BOCA MEDICAL CENTER, PALM BEACH, BOCA RATON",26.348354,-80.21841,FL
1,"PALMS WEST HOSPITAL, PALM BEACH, LOXAHATCHEE",26.751094,-80.30156,FL
1,"WELLINGTON REGIONAL MEDICAL CENTER, PALM BEACH, WELLINGTON",26.65671,-80.25377,FL
1,"BROWARD HEALTH CORAL SPRINGS, BROWARD, CORAL SPRINGS",26.272608,-80.25589,FL
1,"DOUGLAS GARDENS HOSPITAL, MIAMI-DADE, MIAMI",25.817325,-80.19046,FL
1,"MEMORIAL HOSPITAL WEST, BROWARD, PEMBROKE PINES",26.018418,-80.34798,FL
1,"WESTCHESTER GENERAL HOSPITAL, MIAMI-DADE, MIAMI",25.739011,-80.30685,FL
1,"MEMORIAL HOSPITAL MIRAMAR, BROWARD, MIRAMAR",26.006373,-80.40212,FL
1,"PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE, COLLIER, NAPLES",26.256551,-81.7186,FL
1,"GOOD SAMARITAN MEDICAL CENTER, PALM BEACH, WEST PALM BEACH",26.711192,-80.06043,FL
1,"WEST PALM HOSPITAL, PALM BEACH, WEST PALM BEACH",26.750991,-80.07296,FL
1,"CLEVELAND CLINIC HOSPITAL, BROWARD, WESTON",26.056111,-80.36373,FL
1,"VILLAGES REGIONAL HOSPITAL, THE, SUMTER, THE VILLAGES",28.930573,-81.93806,FL
1,"WUESTHOFF MEDICAL CENTER-MELBOURNE, BREVARD, MELBOURNE",28.13926,-80.65077,FL
1,"SACRED HEART HOSPITAL ON THE EMERALD COAST, WALTON, MIRAMAR BEACH",30.381934,-86.359508,FL
1,"DOCTORS HOSPITAL, MIAMI-DADE, CORAL GABLES",25.720728,-80.27255,FL
1,"LAKEWOOD RANCH MEDICAL CENTER, MANATEE, BRADENTON",27.434755,-82.40211,FL
1,"ST CLOUD REGIONAL MEDICAL CENTER, OSCEOLA, SAINT CLOUD",28.24934,-81.28749,FL
1,"MEMORIAL HOSPITAL JACKSONVILLE, DUVAL, JACKSONVILLE",30.28374,-81.58359,FL
1,"SACRED HEART HOSPITAL ON THE GULF, GULF, PORT SAINT JOE",29.846517,-85.32792,FL
1,"WEST KENDALL BAPTIST HOSPITAL, MIAMI-DADE, MIAMI",25.650232,-80.45925,FL
1,"VIERA HOSPITAL, BREVARD, MELBOURNE",28.21981,-80.69402,FL
1,"PALM BAY HOSPITAL, BREVARD, PALM BAY",28.012241,-80.67729,FL
1,"FLORIDA HOSPITAL WESLEY CHAPEL, PASCO, WESLEY CHAPEL",28.26658,-82.34222,FL
1,"POINCIANA MEDICAL CENTER, OSCEOLA, KISSIMMEE",28.178192,-81.48731,FL
1,"ST VINCENTS MEDICAL CENTER - CLAY COUNTY, CLAY, MIDDLEBURG",30.074926,-81.87932,FL
1,"REGIONAL GENERAL HOSPITAL WILLISTON, LEVY, WILLISTON",29.369207,-82.49831,FL
1,"VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM, ALACHUA, GAINESVILLE",29.611545,-82.3941,FL
1,"TAMPA VA MEDICAL CENTER, HILLSBOROUGH, TAMPA",28.048595,-82.45171,FL
1,"MIAMI VA MEDICAL CENTER, MIAMI-DADE, MIAMI",25.782176,-80.23607,FL
1,"PALM BEACH GARDENS MEDICAL CENTER, PALM BEACH, PALM BEACH GARDENS",26.839588,-80.08824,FL
1,"FLORIDA HOSPITAL WAUCHULA, HARDEE, WAUCHULA",27.541676,-81.8127,FL
1,"SHANDS LIVE OAK REGIONAL MEDICAL CENTER, SUWANNEE, LIVE OAK",30.285127,-83.04106,FL
1,"CAMPBELLTON-GRACEVILLE HOSPITAL, JACKSON, GRACEVILLE",30.935306,-85.52171,FL
1,"LAKE BUTLER HOSPITAL, UNION, LAKE BUTLER",30.005135,-82.38103,FL
1,"CALHOUN-LIBERTY HOSPITAL, CALHOUN, BLOUNTSTOWN",30.42007,-85.07299,FL
1,"GEORGE E WEEMS MEMORIAL HOSPITAL, FRANKLIN, APALACHICOLA",29.71877,-85.02704,FL
1,"DOCTORS MEMORIAL HOSPITAL, HOLMES, BONIFAY",30.838337,-85.67495,FL
1,"NORTHWEST FLORIDA COMMUNITY HOSPITAL, WASHINGTON, CHIPLEY",30.636228,-85.5775,FL
1,"HENDRY REGIONAL MEDICAL CENTER, HENDRY, CLEWISTON",26.714088,-80.9973,FL
1,"SHANDS STARKE REGIONAL MEDICAL CENTER, BRADFORD, STARKE",29.937512,-82.11706,FL
1,"MADISON COUNTY MEMORIAL HOSPITAL, MADISON, MADISON",30.476181,-83.40303,FL
1,"FISHERMEN'S HOSPITAL, MONROE, MARATHON",24.731758,-81.0278,FL
1,"MARINERS HOSPITAL, MONROE, TAVERNIER",25.006349,-80.53139,FL
1,"HAMILTON MEDICAL CENTER, WHITFIELD, DALTON",34.766095,-84.9865,FL
1,"UPSON REGIONAL MEDICAL CENTER, UPSON, THOMASTON",32.895794,-84.33084,FL
1,"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC, WARE, WAYCROSS",31.220059,-82.35133,FL
1,"HUTCHESON MEDICAL CENTER, CATOOSA, FORT OGLETHORPE",34.948979,-85.25212,FL
1,"NORTHSIDE HOSPITAL FORSYTH, FORSYTH, CUMMING",34.201503,-84.09764,FL
1,"ST MARY'S HOSPITAL, CLARKE, ATHENS",33.945619,-83.41732,FL
1,"PHOEBE PUTNEY MEMORIAL HOSPITAL, DOUGHERTY, ALBANY",31.543065,-84.219594,FL
1,"NORTHSIDE HOSPITAL CHEROKEE, CHEROKEE, CANTON",34.228478,-84.50402,FL
1,"EMORY UNIVERSITY HOSPITAL, DEKALB, ATLANTA",33.793754,-84.3238,FL
1,"TANNER MEDICAL CENTER - CARROLLTON, CARROLL, CARROLLTON",33.588486,-85.1062,FL
1,"TANNER MEDICAL CENTER VILLA RICA, CARROLL, VILLA RICA",33.718079,-84.92356,FL
1,"WEST GEORGIA MEDICAL CENTER, TROUP, LAGRANGE",33.029838,-85.0745,FL
1,"NEWTON MEDICAL CENTER, NEWTON, COVINGTON",33.581406,-83.851,FL
1,"GORDON HOSPITAL, GORDON, CALHOUN",34.4966,-84.93798,FL
1,"CANDLER HOSPITAL, CHATHAM, SAVANNAH",31.971394,-81.07156,FL
1,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS, GLYNN, BRUNSWICK",31.166786,-81.49213,FL
1,"ELBERT MEMORIAL HOSPITAL, ELBERT, ELBERTON",34.119972,-82.825,FL
1,"ST MARY'S SACRED HEART HOSPITAL, INC, FRANKLIN, LAVONIA",34.450501,-83.09448,FL
1,"UNIVERSITY HOSPITAL, RICHMOND, AUGUSTA",33.461121,-81.97265,FL
1,"NORTHEAST GEORGIA MEDICAL CENTER, INC, HALL, GAINESVILLE",34.306643,-83.82352,FL
1,"CARTERSVILLE MEDICAL CENTER, BARTOW, CARTERSVILLE",34.167327,-84.82764,FL
1,"SPALDING REGIONAL HOSPITAL, SPALDING, GRIFFIN",33.268185,-84.27306,FL
1,"STEPHENS COUNTY HOSPITAL, STEPHENS, TOCCOA",34.561584,-83.31718,FL
1,"MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS, RICHMOND, AUGUSTA",33.386041,-82.090996,FL
1,"WELLSTAR KENNESTONE HOSPITAL, COBB, MARIETTA",33.932052,-84.54746,FL
1,"MEMORIAL HEALTH UNIV MED CEN, INC, CHATHAM, SAVANNAH",31.971394,-81.07156,FL
1,"JOHN D ARCHBOLD MEMORIAL HOSPITAL, THOMAS, THOMASVILLE",30.817654,-83.98919,FL
1,"TRINITY HOSPITAL OF AUGUSTA, RICHMOND, AUGUSTA",33.474136,-82.01018,FL
1,"NORTHRIDGE MEDICAL CENTER, JACKSON, COMMERCE",34.210423,-83.46842,FL
1,"HABERSHAM COUNTY MEDICAL CTR, HABERSHAM, DEMOREST",34.573072,-83.55992,FL
1,"WELLSTAR PAULDING HOSPITAL, PAULDING, HIRAM",33.867574,-84.77103,FL
1,"ST JOSEPH'S HOSPITAL - SAVANNAH, CHATHAM, SAVANNAH",31.986249,-81.20259,FL
1,"PHOEBE SUMTER MEDICAL CENTER, SUMTER, AMERICUS",32.085491,-84.252665,FL
1,"BARROW REGIONAL MEDICAL CENTER, BARROW, WINDER",33.992538,-83.71061,FL
1,"CLEARVIEW  REGIONAL MEDICAL CENTER, WALTON, MONROE",33.786041,-83.69901,FL
1,"MURRAY MEDICAL CENTER, MURRAY, CHATSWORTH",34.753129,-84.77502,FL
1,"UNION GENERAL HOSPITAL, UNION, BLAIRSVILLE",34.875556,-84.00419,FL
1,"FLOYD MEDICAL CENTER, FLOYD, ROME",34.290508,-85.213817,FL
1,"MIDTOWN MEDICAL CENTER, MUSCOGEE, COLUMBUS",32.471492,-84.98005,FL
1,"HOUSTON MEDICAL CENTER, HOUSTON, WARNER ROBINS",32.638316,-83.64332,FL
1,"APPLING HOSPITAL, APPLING, BAXLEY",31.768849,-82.35198,FL
1,"DORMINY MEDICAL CENTER, BEN HILL, FITZGERALD",31.720029,-83.25093,FL
1,"ST MARY'S HOSPITAL, CLARKE, ATHENS",33.945619,-83.41732,FL
1,"EAST GEORGIA REGIONAL MEDICAL CENTER, BULLOCH, STATESBORO",32.423083,-81.80677,FL
1,"DEKALB MEDICAL CENTER, DEKALB, DECATUR",33.811354,-84.28335,FL
1,"EMORY UNIVERSITY HOSPITAL MIDTOWN, FULTON, ATLANTA",33.771755,-84.38065,FL
1,"GRADY MEMORIAL HOSPITAL, FULTON, ATLANTA",33.752856,-84.39013,FL
1,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC, FULTON, ATLANTA",33.879003,-84.37203,FL
1,"PIEDMONT HOSPITAL, FULTON, ATLANTA",33.794055,-84.38525,FL
1,"WASHINGTON COUNTY REGIONAL MEDICAL CENTER, WASHINGTON, SANDERSVILLE",32.984529,-82.8375,FL
1,"GWINNETT MEDICAL CENTER, GWINNETT, LAWRENCEVILLE",33.949054,-83.98565,FL
1,"COFFEE REGIONAL MEDICAL CENTER, COFFEE, DOUGLAS",31.522042,-82.84153,FL
1,"ROCKDALE MEDICAL CENTER, ROCKDALE, CONYERS",33.696714,-84.01732,FL
1,"DODGE COUNTY HOSPITAL, DODGE, EASTMAN",32.193953,-83.1848,FL
1,"TIFT REGIONAL MEDICAL CENTER, TIFT, TIFTON",31.485438,-83.503621,FL
1,"JEFFERSON HOSPITAL, JEFFERSON, LOUISVILLE",33.008983,-82.378,FL
1,"COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR, COOK, ADEL",31.133004,-83.42736,FL
1,"CRISP REGIONAL HOSPITAL, CRISP, CORDELE",31.950899,-83.77808,FL
1,"COLQUITT REGIONAL MEDICAL CENTER, COLQUITT, MOULTRIE",31.165358,-83.77172,FL
1,"MEDICAL CENTER OF CENTRAL GEORGIA, BIBB, MACON",32.830839,-83.63529,FL
1,"EMANUEL MEDICAL CENTER, EMANUEL, SWAINSBORO",32.605196,-82.3391,FL
1,"UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER, MCDUFFIE, THOMSON",33.490536,-82.5028,FL
1,"BURKE MEDICAL CENTER, BURKE, WAYNESBORO",33.080965,-81.9944,FL
1,"ATLANTA MEDICAL CENTER, FULTON, ATLANTA",33.745739,-84.3764,FL
1,"SOUTH GEORGIA MEDICAL CENTER, LOWNDES, VALDOSTA",30.827965,-83.252192,FL
1,"WAYNE MEMORIAL HOSPITAL, WAYNE, JESUP",31.636895,-81.90843,FL
1,"FAIRVIEW PARK HOSPITAL, LAURENS, DUBLIN",32.526359,-82.93375,FL
1,"MEADOWS REGIONAL MEDICAL CENTER, TOOMBS, VIDALIA",32.220155,-82.41493,FL
1,"ST FRANCIS HOSPITAL, INC, MUSCOGEE, COLUMBUS",32.495841,-84.963981,FL
1,"IRWIN COUNTY HOSPITAL, IRWIN, OCILLA",31.586426,-83.27583,FL
1,"TAYLOR REGIONAL HOSPITAL, PULASKI, HAWKINSVILLE",32.270314,-83.48517,FL
1,"EVANS MEMORIAL HOSPITAL, EVANS, CLAXTON",32.162077,-81.90984,FL
1,"WELLSTAR COBB HOSPITAL, COBB, AUSTELL",33.828061,-84.62593,FL
1,"SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS, CAMDEN, SAINT MARYS",30.761081,-81.56912,FL
1,"OCONEE REGIONAL MEDICAL CENTER, BALDWIN, MILLEDGEVILLE",33.083579,-83.23397,FL
1,"PERRY HOSPITAL, HOUSTON, PERRY",32.460791,-83.73541,FL
1,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC, FULTON, ATLANTA",33.879003,-84.37203,FL
1,"COLISEUM MEDICAL CENTERS, BIBB, MACON",32.839005,-83.56749,FL
1,"SOUTHERN REGIONAL MEDICAL CENTER, CLAYTON, RIVERDALE",33.555145,-84.40108,FL
1,"REDMOND REGIONAL MEDICAL CENTER, FLOYD, ROME",34.281423,-85.23825,FL
1,"DOCTORS HOSPITAL, RICHMOND, AUGUSTA",33.475936,-82.0697,FL
1,"WELLSTAR DOUGLAS HOSPITAL, DOUGLAS, DOUGLASVILLE",33.769636,-84.74967,FL
1,"CHESTATEE REGIONAL HOSPITAL, LUMPKIN, DAHLONEGA",34.542098,-83.99718,FL
1,"FANNIN REGIONAL HOSPITAL, FANNIN, BLUE RIDGE",34.851171,-84.32905,FL
1,"FLINT RIVER COMMUNITY HOSPITAL, MACON, MONTEZUMA",32.293293,-83.98913,FL
1,"PIEDMONT HENRY HOSPITAL, HENRY, STOCKBRIDGE",33.547578,-84.21809,FL
1,"EASTSIDE MEDICAL CENTER, GWINNETT, SNELLVILLE",33.860955,-84.01807,FL
1,"NORTH FULTON HOSPITAL, FULTON, ROSWELL",34.032532,-84.31774,FL
1,"NORTHSIDE MEDICAL CENTER, MUSCOGEE, COLUMBUS",32.53554,-84.92583,FL
1,"COLISEUM NORTHSIDE HOSPITAL, BIBB, MACON",32.88899,-83.72204,FL
1,"NORTH GEORGIA MEDICAL CENTER, GILMER, ELLIJAY",34.688716,-84.46716,FL
1,"TURNING POINT HOSPITAL, COLQUITT, MOULTRIE",31.138011,-83.716729,FL
1,"PIEDMONT FAYETTE HOSPITAL, FAYETTE, FAYETTEVILLE",33.47875,-84.47668,FL
1,"PIEDMONT MOUNTAINSIDE HOSPITAL INC, PICKENS, JASPER",34.454934,-84.41583,FL
1,"DEKALB MEDICAL CENTER AT HILLANDALE, DEKALB, LITHONIA",33.750257,-84.0964,FL
1,"PIEDMONT NEWNAN HOSPITAL, INC, COWETA, NEWNAN",33.400875,-84.71206,FL
1,"EMORY JOHNS CREEK HOSPITAL, CHATTOOGA, JOHNS CREEK",34.020621,-84.14294,FL
1,"PIEDMONT NEWNAN HOSPITAL, INC, COWETA, NEWNAN",33.400875,-84.71206,FL
1,"SGMC BERRIEN CAMPUS, BERRIEN, NASHVILLE",31.199,-83.2188,FL
1,"DEKALB MEDICAL CENTER, DEKALB, DECATUR",33.811354,-84.28335,FL
1,"UNIVERSITY HOSPITAL, RICHMOND, AUGUSTA",33.461121,-81.97265,FL
1,"FAIRVIEW PARK HOSPITAL, LAURENS, DUBLIN",32.526359,-82.93375,FL
1,"BLECKLEY MEMORIAL HOSPITAL, BLECKLEY, COCHRAN",32.397039,-83.3404,FL
1,"JASPER MEMORIAL HOSPITAL, JASPER, MONTICELLO",33.319093,-83.70862,FL
1,"MORGAN MEMORIAL HOSPITAL, MORGAN, MADISON",33.588436,-83.47936,FL
1,"EFFINGHAM HOSPITAL, EFFINGHAM, SPRINGFIELD",32.390879,-81.32427,FL
1,"CLINCH MEMORIAL HOSPITAL, CLINCH, HOMERVILLE",31.062818,-82.72399,FL
1,"MEDICAL CENTER OF PEACH COUNTY, THE, PEACH, BYRON",32.652313,-83.75918,FL
1,"PUTNAM GENERAL HOSPITAL, PUTNAM, EATONTON",33.318579,-83.35432,FL
1,"WARM SPRINGS MEDICAL CENTER, MERIWETHER, WARM SPRINGS",32.896166,-84.71191,FL
1,"MONROE COUNTY HOSPITAL, MONROE, FORSYTH",33.0409,-83.92941,FL
1,"SYLVAN GROVE HOSPITAL, BUTTS, JACKSON",33.294522,-83.97568,FL
1,"HIGGINS GENERAL HOSPITAL, HARALSON, BREMEN",33.723939,-85.14282,FL
1,"CHATUGE REGIONAL HOSPITAL, TOWNS, HIAWASSEE",34.923847,-83.7231,FL
1,"WILLS MEMORIAL HOSPITAL, WILKES, WASHINGTON",33.728754,-82.72612,FL
1,"SGMC LANIER CAMPUS, LANIER, LAKELAND",31.055578,-83.07103,FL
1,"BACON COUNTY HOSPITAL, BACON, ALMA",31.551458,-82.44618,GA
1,"PHOEBE WORTH MEDICAL CENTER, WORTH, SYLVESTER",31.536886,-83.86041,GA
1,"ST MARY'S GOOD SAMARITAN HOSPITAL, GREENE, GREENSBORO",33.547041,-83.19797,GA
1,"POLK MEDICAL CENTER, POLK, CEDARTOWN",34.010162,-85.25762,GA
1,"MITCHELL COUNTY HOSPITAL, MITCHELL, CAMILLA",31.209854,-84.23667,GA
1,"BROOKS COUNTY HOSPITAL, BROOKS, QUITMAN",30.783639,-83.55343,GA
1,"JEFF DAVIS HOSPITAL, JEFF DAVIS, HAZLEHURST",31.844772,-82.59809,GA
1,"CANDLER COUNTY HOSPITAL, CANDLER, METTER",32.414401,-82.05534,GA
1,"LIBERTY REGIONAL MEDICAL CENTER, LIBERTY, HINESVILLE",31.806832,-81.437074,GA
1,"MOUNTAIN LAKES MEDICAL CENTER, RABUN, CLAYTON",34.882362,-83.4156,GA
1,"THE QUEENS MEDICAL CENTER, HONOLULU, HONOLULU",21.313033,-157.85615,GA
1,"MAUI MEMORIAL MEDICAL CENTER, MAUI, WAILUKU",20.889294,-156.50497,GA
1,"WAHIAWA GENERAL HOSPITAL, HONOLULU, WAHIAWA",21.501722,-158.03543,GA
1,"HILO MEDICAL CENTER, HAWAII, HILO",19.713562,-155.09842,GA
1,"CASTLE MEDICAL CENTER, HONOLULU, KAILUA",21.3949,-157.74529,GA
1,"KUAKINI MEDICAL CENTER, HONOLULU, HONOLULU",21.3307,-157.85913,GA
1,"KAISER FOUNDATION HOSPITAL, HONOLULU, HONOLULU",21.3452,-157.88165,GA
1,"WILCOX MEMORIAL HOSPITAL, KAUAI, LIHUE",21.98081,-159.37746,GA
1,"KONA COMMUNITY HOSPITAL, HAWAII, KEALAKEKUA",19.526845,-155.9215,GA
1,"THE QUEENS MEDICAL CENTER, HONOLULU, HONOLULU",21.313033,-157.85615,GA
1,"PALI MOMI MEDICAL CENTER, HONOLULU, AIEA",21.389167,-157.93091,GA
1,"NORTH HAWAII COMMUNITY HOSPITAL, HAWAII, KAMUELA",20.040191,-155.69999,GA
1,"KAUAI VETERANS MEMORIAL HOSPITAL, KAUAI, WAIMEA",21.997746,-159.7187,GA
1,"KAU HOSPITAL, HAWAII, PAHALA",19.226749,-155.49217,GA
1,"MOLOKAI GENERAL HOSPITAL, MAUI, KAUNAKAKAI",21.111246,-156.9741,GA
1,"KAHUKU MEDICAL CENTER, HONOLULU, KAHUKU",21.68762,-157.95903,GA
1,"SAMUEL MAHELONA MEMORIAL HOSPITAL, KAUAI, KAPAA",22.077472,-159.34463,GA
1,"KULA HOSPITAL, MAUI, KULA",20.724391,-156.34031,GA
1,"ST LUKE'S MAGIC VALLEY RMC, TWIN FALLS, TWIN FALLS",42.530288,-114.47509,GA
1,"ST JOSEPH REGIONAL MEDICAL CENTER, NEZ PERCE, LEWISTON",46.388753,-116.98484,GA
1,"ST LUKE'S REGIONAL MEDICAL CENTER, ADA, BOISE",43.595763,-116.16367,GA
1,"ST ALPHONSUS REGIONAL MEDICAL CENTER, ADA, BOISE",43.593523,-116.19903,GA
1,"SAINT ALPHONSUS MEDICAL CENTER - NAMPA, CANYON, NAMPA",43.529812,-116.57761,GA
1,"WEST VALLEY MEDICAL CENTER, CANYON, CALDWELL",43.658834,-116.67755,GA
1,"EASTERN IDAHO REGIONAL MEDICAL CENTER, BONNEVILLE, IDAHO FALLS",43.465998,-112.01425,GA
1,"MADISON MEMORIAL HOSPITAL, MADISON, REXBURG",43.80991,-111.80942,GA
1,"PORTNEUF MEDICAL CENTER, BANNOCK, POCATELLO",42.883214,-112.43968,GA
1,"BOISE VA MEDICAL CENTER, ADA, BOISE",43.627734,-116.20756,GA
1,"KOOTENAI HEALTH, KOOTENAI, COEUR D'ALENE",47.66655,-116.7757,GA
